started
2017-1-15T11.19.29.71	Created parser
2017-1-15T11.19.29.72	Assigned names - going to load data
2017-1-15T11.19.29.72	Loading data
2017-1-15T11.19.29.72	Creating stop words manager
2017-1-15T11.19.29.74	Before big loop
2017-1-15T11.19.29.198	Opening sw stream with some words
2017-1-15T11.19.29.198	finalizing stats
2017-1-15T11.19.29.487	At line '53' in file ''	 Word aid is in 1 documents
2017-1-15T11.19.29.487	At line '53' in file ''	 Word principalag is in 4 documents
2017-1-15T11.19.29.487	At line '53' in file ''	 Word ongo is in 1 documents
2017-1-15T11.19.29.488	At line '53' in file ''	 Word helpless is in 1 documents
2017-1-15T11.19.29.488	At line '53' in file ''	 Word form is in 15 documents
2017-1-15T11.19.29.488	At line '53' in file ''	 Word once is in 1 documents
2017-1-15T11.19.29.488	At line '53' in file ''	 Word freedom is in 1 documents
2017-1-15T11.19.29.489	At line '53' in file ''	 Word intrus is in 1 documents
2017-1-15T11.19.29.489	At line '53' in file ''	 Word mandat is in 2 documents
2017-1-15T11.19.29.489	At line '53' in file ''	 Word adult is in 1 documents
2017-1-15T11.19.29.489	At line '53' in file ''	 Word fact is in 3 documents
2017-1-15T11.19.29.489	At line '53' in file ''	 Word nonetheless is in 1 documents
2017-1-15T11.19.29.490	At line '53' in file ''	 Word paradigm is in 2 documents
2017-1-15T11.19.29.490	At line '53' in file ''	 Word particip is in 2 documents
2017-1-15T11.19.29.490	At line '53' in file ''	 Word resembl is in 1 documents
2017-1-15T11.19.29.490	At line '53' in file ''	 Word famili is in 2 documents
2017-1-15T11.19.29.491	At line '53' in file ''	 Word sever is in 8 documents
2017-1-15T11.19.29.491	At line '53' in file ''	 Word involv is in 8 documents
2017-1-15T11.19.29.491	At line '53' in file ''	 Word child is in 1 documents
2017-1-15T11.19.29.491	At line '53' in file ''	 Word parent is in 1 documents
2017-1-15T11.19.29.491	At line '53' in file ''	 Word keep is in 1 documents
2017-1-15T11.19.29.492	At line '53' in file ''	 Word success is in 2 documents
2017-1-15T11.19.29.492	At line '53' in file ''	 Word unclear is in 1 documents
2017-1-15T11.19.29.492	At line '53' in file ''	 Word empiric is in 4 documents
2017-1-15T11.19.29.492	At line '53' in file ''	 Word serv is in 5 documents
2017-1-15T11.19.29.493	At line '53' in file ''	 Word copi is in 1 documents
2017-1-15T11.19.29.493	At line '53' in file ''	 Word patent is in 2 documents
2017-1-15T11.19.29.493	At line '53' in file ''	 Word andth is in 1 documents
2017-1-15T11.19.29.493	At line '53' in file ''	 Word durat is in 1 documents
2017-1-15T11.19.29.493	At line '53' in file ''	 Word limit is in 9 documents
2017-1-15T11.19.29.494	At line '53' in file ''	 Word dichotomi is in 1 documents
2017-1-15T11.19.29.494	At line '53' in file ''	 Word ideaexpress is in 1 documents
2017-1-15T11.19.29.494	At line '53' in file ''	 Word loss is in 6 documents
2017-1-15T11.19.29.495	At line '53' in file ''	 Word deadweight is in 1 documents
2017-1-15T11.19.29.495	At line '53' in file ''	 Word coupl is in 1 documents
2017-1-15T11.19.29.495	At line '53' in file ''	 Word margin is in 3 documents
2017-1-15T11.19.29.495	At line '53' in file ''	 Word charg is in 4 documents
2017-1-15T11.19.29.495	At line '53' in file ''	 Word usag is in 1 documents
2017-1-15T11.19.29.496	At line '53' in file ''	 Word nonpay is in 1 documents
2017-1-15T11.19.29.496	At line '53' in file ''	 Word inexclud is in 1 documents
2017-1-15T11.19.29.496	At line '53' in file ''	 Word respond is in 1 documents
2017-1-15T11.19.29.496	At line '53' in file ''	 Word inexhaust is in 1 documents
2017-1-15T11.19.29.496	At line '53' in file ''	 Word larg is in 6 documents
2017-1-15T11.19.29.497	At line '53' in file ''	 Word partial is in 1 documents
2017-1-15T11.19.29.497	At line '53' in file ''	 Word comput is in 1 documents
2017-1-15T11.19.29.497	At line '53' in file ''	 Word song is in 1 documents
2017-1-15T11.19.29.497	At line '53' in file ''	 Word paint is in 1 documents
2017-1-15T11.19.29.498	At line '53' in file ''	 Word book is in 1 documents
2017-1-15T11.19.29.498	At line '53' in file ''	 Word express is in 1 documents
2017-1-15T11.19.29.498	At line '53' in file ''	 Word copyright is in 1 documents
2017-1-15T11.19.29.498	At line '53' in file ''	 Word construct is in 1 documents
2017-1-15T11.19.29.498	At line '53' in file ''	 Word strand is in 2 documents
2017-1-15T11.19.29.499	At line '53' in file ''	 Word multipl is in 2 documents
2017-1-15T11.19.29.499	At line '53' in file ''	 Word control is in 13 documents
2017-1-15T11.19.29.499	At line '53' in file ''	 Word moral is in 5 documents
2017-1-15T11.19.29.499	At line '53' in file ''	 Word creator is in 1 documents
2017-1-15T11.19.29.499	At line '53' in file ''	 Word emphas is in 4 documents
2017-1-15T11.19.29.500	At line '53' in file ''	 Word nonutilitarian is in 1 documents
2017-1-15T11.19.29.500	At line '53' in file ''	 Word foster is in 2 documents
2017-1-15T11.19.29.500	At line '53' in file ''	 Word creation is in 1 documents
2017-1-15T11.19.29.500	At line '53' in file ''	 Word endors is in 1 documents
2017-1-15T11.19.29.501	At line '53' in file ''	 Word invent is in 1 documents
2017-1-15T11.19.29.501	At line '53' in file ''	 Word technolog is in 1 documents
2017-1-15T11.19.29.501	At line '53' in file ''	 Word utilitarian is in 1 documents
2017-1-15T11.19.29.501	At line '53' in file ''	 Word philosoph is in 1 documents
2017-1-15T11.19.29.502	At line '53' in file ''	 Word princip is in 5 documents
2017-1-15T11.19.29.502	At line '53' in file ''	 Word surpris is in 2 documents
2017-1-15T11.19.29.502	At line '53' in file ''	 Word not is in 2 documents
2017-1-15T11.19.29.502	At line '53' in file ''	 Word landscap is in 1 documents
2017-1-15T11.19.29.503	At line '53' in file ''	 Word widen is in 1 documents
2017-1-15T11.19.29.503	At line '53' in file ''	 Word deepen is in 1 documents
2017-1-15T11.19.29.503	At line '53' in file ''	 Word synthes is in 1 documents
2017-1-15T11.19.29.503	At line '53' in file ''	 Word answer is in 3 documents
2017-1-15T11.19.29.503	At line '53' in file ''	 Word subset is in 1 documents
2017-1-15T11.19.29.504	At line '53' in file ''	 Word last is in 3 documents
2017-1-15T11.19.29.504	At line '53' in file ''	 Word explan is in 5 documents
2017-1-15T11.19.29.504	At line '53' in file ''	 Word ex is in 3 documents
2017-1-15T11.19.29.504	At line '53' in file ''	 Word modifi is in 1 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word invest is in 5 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word reorgan is in 1 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word final is in 11 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word ratabl is in 1 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word favor is in 3 documents
2017-1-15T11.19.29.506	At line '53' in file ''	 Word nonbankruptci is in 1 documents
2017-1-15T11.19.29.507	At line '53' in file ''	 Word secur is in 4 documents
2017-1-15T11.19.29.507	At line '53' in file ''	 Word grant is in 2 documents
2017-1-15T11.19.29.507	At line '53' in file ''	 Word prioriti is in 1 documents
2017-1-15T11.19.29.507	At line '53' in file ''	 Word lastintim is in 1 documents
2017-1-15T11.19.29.507	At line '53' in file ''	 Word firstintim is in 1 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word type is in 9 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word claimant is in 3 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word assetbas is in 1 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word proceed is in 3 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word collect is in 6 documents
2017-1-15T11.19.29.508	At line '53' in file ''	 Word dualiti is in 1 documents
2017-1-15T11.19.29.509	At line '53' in file ''	 Word principl is in 3 documents
2017-1-15T11.19.29.509	At line '53' in file ''	 Word dual is in 1 documents
2017-1-15T11.19.29.509	At line '53' in file ''	 Word western is in 1 documents
2017-1-15T11.19.29.509	At line '53' in file ''	 Word remedi is in 7 documents
2017-1-15T11.19.29.510	At line '53' in file ''	 Word creditor is in 2 documents
2017-1-15T11.19.29.510	At line '53' in file ''	 Word erron is in 1 documents
2017-1-15T11.19.29.510	At line '53' in file ''	 Word vote is in 1 documents
2017-1-15T11.19.29.510	At line '53' in file ''	 Word gather is in 1 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word intend is in 2 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word typic is in 7 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word statut is in 2 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word scale is in 3 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word permit is in 3 documents
2017-1-15T11.19.29.511	At line '53' in file ''	 Word facil is in 1 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word coown is in 1 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word condominium is in 1 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word growth is in 1 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word unit is in 4 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word compulsori is in 2 documents
2017-1-15T11.19.29.512	At line '53' in file ''	 Word decisionmak is in 1 documents
2017-1-15T11.19.29.513	At line '53' in file ''	 Word joint is in 7 documents
2017-1-15T11.19.29.513	At line '53' in file ''	 Word seek is in 3 documents
2017-1-15T11.19.29.513	At line '53' in file ''	 Word partit is in 2 documents
2017-1-15T11.19.29.513	At line '53' in file ''	 Word duti is in 4 documents
2017-1-15T11.19.29.513	At line '53' in file ''	 Word fiduciari is in 2 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word wast is in 1 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word oversight is in 3 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word judici is in 6 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word mitig is in 3 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word coordin is in 1 documents
2017-1-15T11.19.29.514	At line '53' in file ''	 Word share is in 5 documents
2017-1-15T11.19.29.515	At line '53' in file ''	 Word parti is in 14 documents
2017-1-15T11.19.29.515	At line '53' in file ''	 Word allow is in 6 documents
2017-1-15T11.19.29.515	At line '53' in file ''	 Word defin is in 1 documents
2017-1-15T11.19.29.515	At line '53' in file ''	 Word contractu is in 10 documents
2017-1-15T11.19.29.515	At line '53' in file ''	 Word oppos is in 2 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word predefin is in 1 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word owner is in 3 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word prefer is in 6 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word satisfi is in 1 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word enjoy is in 2 documents
2017-1-15T11.19.29.516	At line '53' in file ''	 Word coownership is in 1 documents
2017-1-15T11.19.29.517	At line '53' in file ''	 Word summari is in 1 documents
2017-1-15T11.19.29.517	At line '53' in file ''	 Word add is in 1 documents
2017-1-15T11.19.29.517	At line '53' in file ''	 Word justif is in 5 documents
2017-1-15T11.19.29.517	At line '53' in file ''	 Word occasion is in 1 documents
2017-1-15T11.19.29.517	At line '53' in file ''	 Word servitud is in 1 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word tempor is in 1 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word landlordten is in 2 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word receiv is in 2 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word divis is in 2 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word tenement is in 1 documents
2017-1-15T11.19.29.518	At line '53' in file ''	 Word servient is in 1 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word estat is in 1 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word leasehold is in 1 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word time is in 7 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word parcel is in 1 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word geographi is in 1 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word divid is in 3 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word water is in 3 documents
2017-1-15T11.19.29.519	At line '53' in file ''	 Word gas is in 2 documents
2017-1-15T11.19.29.520	At line '53' in file ''	 Word oil is in 2 documents
2017-1-15T11.19.29.520	At line '53' in file ''	 Word kingdom is in 1 documents
2017-1-15T11.19.29.520	At line '53' in file ''	 Word full is in 3 documents
2017-1-15T11.19.29.520	At line '53' in file ''	 Word packag is in 1 documents
2017-1-15T11.19.29.520	At line '53' in file ''	 Word decomposit is in 1 documents
2017-1-15T11.19.29.521	At line '53' in file ''	 Word relat is in 25 documents
2017-1-15T11.19.29.521	At line '53' in file ''	 Word affect is in 7 documents
2017-1-15T11.19.29.521	At line '53' in file ''	 Word land is in 6 documents
2017-1-15T11.19.29.522	At line '53' in file ''	 Word finer is in 1 documents
2017-1-15T11.19.29.522	At line '53' in file ''	 Word ownership is in 8 documents
2017-1-15T11.19.29.522	At line '53' in file ''	 Word sequenc is in 2 documents
2017-1-15T11.19.29.522	At line '53' in file ''	 Word titl is in 2 documents
2017-1-15T11.19.29.522	At line '53' in file ''	 Word complet is in 4 documents
2017-1-15T11.19.29.523	At line '53' in file ''	 Word faith is in 1 documents
2017-1-15T11.19.29.523	At line '53' in file ''	 Word bad is in 1 documents
2017-1-15T11.19.29.523	At line '53' in file ''	 Word common is in 12 documents
2017-1-15T11.19.29.523	At line '53' in file ''	 Word civil is in 3 documents
2017-1-15T11.19.29.524	At line '53' in file ''	 Word method is in 1 documents
2017-1-15T11.19.29.524	At line '53' in file ''	 Word possess is in 3 documents
2017-1-15T11.19.29.524	At line '53' in file ''	 Word advers is in 4 documents
2017-1-15T11.19.29.524	At line '53' in file ''	 Word doctrin is in 8 documents
2017-1-15T11.19.29.524	At line '53' in file ''	 Word effici is in 25 documents
2017-1-15T11.19.29.525	At line '53' in file ''	 Word varoius is in 1 documents
2017-1-15T11.19.29.525	At line '53' in file ''	 Word entri is in 5 documents
2017-1-15T11.19.29.525	At line '53' in file ''	 Word circul is in 1 documents
2017-1-15T11.19.29.525	At line '53' in file ''	 Word recommend is in 1 documents
2017-1-15T11.19.29.525	At line '53' in file ''	 Word transfer is in 8 documents
2017-1-15T11.19.29.526	At line '53' in file ''	 Word put is in 1 documents
2017-1-15T11.19.29.526	At line '53' in file ''	 Word regim is in 10 documents
2017-1-15T11.19.29.526	At line '53' in file ''	 Word bring is in 3 documents
2017-1-15T11.19.29.526	At line '53' in file ''	 Word procedur is in 8 documents
2017-1-15T11.19.29.527	At line '53' in file ''	 Word aris is in 7 documents
2017-1-15T11.19.29.527	At line '53' in file ''	 Word question is in 15 documents
2017-1-15T11.19.29.527	At line '53' in file ''	 Word derelicta is in 1 documents
2017-1-15T11.19.29.527	At line '53' in file ''	 Word nullius is in 1 documents
2017-1-15T11.19.29.527	At line '53' in file ''	 Word re is in 1 documents
2017-1-15T11.19.29.528	At line '53' in file ''	 Word categori is in 4 documents
2017-1-15T11.19.29.528	At line '53' in file ''	 Word call is in 5 documents
2017-1-15T11.19.29.528	At line '53' in file ''	 Word asset is in 6 documents
2017-1-15T11.19.29.528	At line '53' in file ''	 Word abandon is in 3 documents
2017-1-15T11.19.29.529	At line '53' in file ''	 Word nonappropri is in 1 documents
2017-1-15T11.19.29.529	At line '53' in file ''	 Word confront is in 1 documents
2017-1-15T11.19.29.529	At line '53' in file ''	 Word alway is in 1 documents
2017-1-15T11.19.29.529	At line '53' in file ''	 Word communiti is in 3 documents
2017-1-15T11.19.29.529	At line '53' in file ''	 Word tribal is in 1 documents
2017-1-15T11.19.29.530	At line '53' in file ''	 Word legislatur is in 2 documents
2017-1-15T11.19.29.530	At line '53' in file ''	 Word court is in 10 documents
2017-1-15T11.19.29.530	At line '53' in file ''	 Word restitut is in 2 documents
2017-1-15T11.19.29.531	At line '53' in file ''	 Word tort is in 10 documents
2017-1-15T11.19.29.531	At line '53' in file ''	 Word crimin is in 5 documents
2017-1-15T11.19.29.531	At line '53' in file ''	 Word encyclopedia is in 1 documents
2017-1-15T11.19.29.532	At line '53' in file ''	 Word purpos is in 3 documents
2017-1-15T11.19.29.532	At line '53' in file ''	 Word advanc is in 1 documents
2017-1-15T11.19.29.532	At line '53' in file ''	 Word charact is in 4 documents
2017-1-15T11.19.29.532	At line '53' in file ''	 Word heterogen is in 2 documents
2017-1-15T11.19.29.532	At line '53' in file ''	 Word substanc is in 1 documents
2017-1-15T11.19.29.533	At line '53' in file ''	 Word explor is in 1 documents
2017-1-15T11.19.29.533	At line '53' in file ''	 Word articl is in 7 documents
2017-1-15T11.19.29.533	At line '53' in file ''	 Word rich is in 1 documents
2017-1-15T11.19.29.533	At line '53' in file ''	 Word enterpris is in 3 documents
2017-1-15T11.19.29.534	At line '53' in file ''	 Word discours is in 1 documents
2017-1-15T11.19.29.534	At line '53' in file ''	 Word incent is in 18 documents
2017-1-15T11.19.29.534	At line '53' in file ''	 Word actual is in 8 documents
2017-1-15T11.19.29.534	At line '53' in file ''	 Word evid is in 7 documents
2017-1-15T11.19.29.535	At line '53' in file ''	 Word absenc is in 3 documents
2017-1-15T11.19.29.535	At line '53' in file ''	 Word practic is in 10 documents
2017-1-15T11.19.29.535	At line '53' in file ''	 Word incid is in 3 documents
2017-1-15T11.19.29.535	At line '53' in file ''	 Word reduc is in 7 documents
2017-1-15T11.19.29.535	At line '53' in file ''	 Word exoner is in 1 documents
2017-1-15T11.19.29.536	At line '53' in file ''	 Word compli is in 1 documents
2017-1-15T11.19.29.536	At line '53' in file ''	 Word violat is in 2 documents
2017-1-15T11.19.29.536	At line '53' in file ''	 Word complianc is in 2 documents
2017-1-15T11.19.29.537	At line '53' in file ''	 Word binari is in 1 documents
2017-1-15T11.19.29.537	At line '53' in file ''	 Word analyz is in 5 documents
2017-1-15T11.19.29.537	At line '53' in file ''	 Word employ is in 10 documents
2017-1-15T11.19.29.538	At line '53' in file ''	 Word frequenc is in 1 documents
2017-1-15T11.19.29.538	At line '53' in file ''	 Word conclus is in 6 documents
2017-1-15T11.19.29.538	At line '53' in file ''	 Word confid is in 1 documents
2017-1-15T11.19.29.538	At line '53' in file ''	 Word difficult is in 6 documents
2017-1-15T11.19.29.538	At line '53' in file ''	 Word impos is in 6 documents
2017-1-15T11.19.29.539	At line '53' in file ''	 Word howev is in 13 documents
2017-1-15T11.19.29.539	At line '53' in file ''	 Word excess is in 4 documents
2017-1-15T11.19.29.539	At line '53' in file ''	 Word harm is in 6 documents
2017-1-15T11.19.29.540	At line '53' in file ''	 Word hold is in 5 documents
2017-1-15T11.19.29.540	At line '53' in file ''	 Word causal is in 1 documents
2017-1-15T11.19.29.540	At line '53' in file ''	 Word induc is in 6 documents
2017-1-15T11.19.29.541	At line '53' in file ''	 Word tend is in 3 documents
2017-1-15T11.19.29.541	At line '53' in file ''	 Word precaut is in 3 documents
2017-1-15T11.19.29.541	At line '53' in file ''	 Word sum is in 2 documents
2017-1-15T11.19.29.541	At line '53' in file ''	 Word minim is in 4 documents
2017-1-15T11.19.29.542	At line '53' in file ''	 Word low is in 5 documents
2017-1-15T11.19.29.542	At line '53' in file ''	 Word error is in 5 documents
2017-1-15T11.19.29.542	At line '53' in file ''	 Word occur is in 5 documents
2017-1-15T11.19.29.542	At line '53' in file ''	 Word injuri is in 4 documents
2017-1-15T11.19.29.543	At line '53' in file ''	 Word circumst is in 2 documents
2017-1-15T11.19.29.543	At line '53' in file ''	 Word decid is in 2 documents
2017-1-15T11.19.29.543	At line '53' in file ''	 Word juri is in 2 documents
2017-1-15T11.19.29.543	At line '53' in file ''	 Word judg is in 4 documents
2017-1-15T11.19.29.543	At line '53' in file ''	 Word specifi is in 4 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word consequ is in 3 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word general is in 21 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word cast is in 1 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word liabil is in 17 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word avoid is in 2 documents
2017-1-15T11.19.29.544	At line '53' in file ''	 Word order is in 11 documents
2017-1-15T11.19.29.545	At line '53' in file ''	 Word neglig is in 5 documents
2017-1-15T11.19.29.545	At line '53' in file ''	 Word liabl is in 1 documents
2017-1-15T11.19.29.545	At line '53' in file ''	 Word injur is in 3 documents
2017-1-15T11.19.29.545	At line '53' in file ''	 Word important is in 1 documents
2017-1-15T11.19.29.545	At line '53' in file ''	 Word highlight is in 2 documents
2017-1-15T11.19.29.546	At line '53' in file ''	 Word outstand is in 1 documents
2017-1-15T11.19.29.546	At line '53' in file ''	 Word substant is in 4 documents
2017-1-15T11.19.29.546	At line '53' in file ''	 Word host is in 1 documents
2017-1-15T11.19.29.547	At line '53' in file ''	 Word departur is in 1 documents
2017-1-15T11.19.29.547	At line '53' in file ''	 Word perspect is in 8 documents
2017-1-15T11.19.29.547	At line '53' in file ''	 Word game is in 5 documents
2017-1-15T11.19.29.548	At line '53' in file ''	 Word norm is in 5 documents
2017-1-15T11.19.29.548	At line '53' in file ''	 Word flow is in 2 documents
2017-1-15T11.19.29.548	At line '53' in file ''	 Word see is in 5 documents
2017-1-15T11.19.29.548	At line '53' in file ''	 Word structur is in 14 documents
2017-1-15T11.19.29.548	At line '53' in file ''	 Word classificatori is in 1 documents
2017-1-15T11.19.29.549	At line '53' in file ''	 Word firm is in 15 documents
2017-1-15T11.19.29.549	At line '53' in file ''	 Word topic is in 14 documents
2017-1-15T11.19.29.549	At line '53' in file ''	 Word view is in 13 documents
2017-1-15T11.19.29.549	At line '53' in file ''	 Word integr is in 2 documents
2017-1-15T11.19.29.549	At line '53' in file ''	 Word systemat is in 1 documents
2017-1-15T11.19.29.550	At line '53' in file ''	 Word main is in 13 documents
2017-1-15T11.19.29.550	At line '53' in file ''	 Word divers is in 5 documents
2017-1-15T11.19.29.550	At line '53' in file ''	 Word spread is in 1 documents
2017-1-15T11.19.29.550	At line '53' in file ''	 Word knowledg is in 1 documents
2017-1-15T11.19.29.551	At line '53' in file ''	 Word stock is in 1 documents
2017-1-15T11.19.29.551	At line '53' in file ''	 Word agre is in 2 documents
2017-1-15T11.19.29.551	At line '53' in file ''	 Word univers is in 1 documents
2017-1-15T11.19.29.551	At line '53' in file ''	 Word littl is in 5 documents
2017-1-15T11.19.29.552	At line '53' in file ''	 Word fast is in 1 documents
2017-1-15T11.19.29.552	At line '53' in file ''	 Word sanction is in 3 documents
2017-1-15T11.19.29.552	At line '53' in file ''	 Word nonleg is in 1 documents
2017-1-15T11.19.29.552	At line '53' in file ''	 Word know is in 3 documents
2017-1-15T11.19.29.553	At line '53' in file ''	 Word less is in 7 documents
2017-1-15T11.19.29.553	At line '53' in file ''	 Word context is in 6 documents
2017-1-15T11.19.29.553	At line '53' in file ''	 Word assumpt is in 6 documents
2017-1-15T11.19.29.553	At line '53' in file ''	 Word narrow is in 1 documents
2017-1-15T11.19.29.553	At line '53' in file ''	 Word fair is in 6 documents
2017-1-15T11.19.29.554	At line '53' in file ''	 Word base is in 12 documents
2017-1-15T11.19.29.554	At line '53' in file ''	 Word investig is in 4 documents
2017-1-15T11.19.29.554	At line '53' in file ''	 Word claim is in 10 documents
2017-1-15T11.19.29.554	At line '53' in file ''	 Word sens is in 1 documents
2017-1-15T11.19.29.554	At line '53' in file ''	 Word certain is in 6 documents
2017-1-15T11.19.29.555	At line '53' in file ''	 Word lockedin is in 1 documents
2017-1-15T11.19.29.555	At line '53' in file ''	 Word theorist is in 3 documents
2017-1-15T11.19.29.556	At line '53' in file ''	 Word depend is in 9 documents
2017-1-15T11.19.29.556	At line '53' in file ''	 Word path is in 1 documents
2017-1-15T11.19.29.556	At line '53' in file ''	 Word delin is in 2 documents
2017-1-15T11.19.29.556	At line '53' in file ''	 Word care is in 5 documents
2017-1-15T11.19.29.557	At line '53' in file ''	 Word requir is in 5 documents
2017-1-15T11.19.29.557	At line '53' in file ''	 Word natur is in 10 documents
2017-1-15T11.19.29.557	At line '53' in file ''	 Word obvious is in 2 documents
2017-1-15T11.19.29.557	At line '53' in file ''	 Word prior is in 4 documents
2017-1-15T11.19.29.558	At line '53' in file ''	 Word disequilibrium is in 1 documents
2017-1-15T11.19.29.558	At line '53' in file ''	 Word intermedi is in 2 documents
2017-1-15T11.19.29.559	At line '53' in file ''	 Word point is in 10 documents
2017-1-15T11.19.29.559	At line '53' in file ''	 Word end is in 4 documents
2017-1-15T11.19.29.559	At line '53' in file ''	 Word usual is in 2 documents
2017-1-15T11.19.29.560	At line '53' in file ''	 Word model is in 12 documents
2017-1-15T11.19.29.560	At line '53' in file ''	 Word condit is in 6 documents
2017-1-15T11.19.29.560	At line '53' in file ''	 Word play is in 3 documents
2017-1-15T11.19.29.560	At line '53' in file ''	 Word role is in 11 documents
2017-1-15T11.19.29.561	At line '53' in file ''	 Word contract is in 26 documents
2017-1-15T11.19.29.561	At line '53' in file ''	 Word select is in 6 documents
2017-1-15T11.19.29.561	At line '53' in file ''	 Word corpor is in 11 documents
2017-1-15T11.19.29.561	At line '53' in file ''	 Word program is in 4 documents
2017-1-15T11.19.29.561	At line '53' in file ''	 Word softwar is in 1 documents
2017-1-15T11.19.29.562	At line '53' in file ''	 Word domin is in 6 documents
2017-1-15T11.19.29.562	At line '53' in file ''	 Word protect is in 12 documents
2017-1-15T11.19.29.562	At line '53' in file ''	 Word scope is in 2 documents
2017-1-15T11.19.29.562	At line '53' in file ''	 Word intellectu is in 6 documents
2017-1-15T11.19.29.562	At line '53' in file ''	 Word standardset is in 1 documents
2017-1-15T11.19.29.563	At line '53' in file ''	 Word monopol is in 1 documents
2017-1-15T11.19.29.563	At line '53' in file ''	 Word antitrust is in 2 documents
2017-1-15T11.19.29.563	At line '53' in file ''	 Word compat is in 2 documents
2017-1-15T11.19.29.563	At line '53' in file ''	 Word supplier is in 2 documents
2017-1-15T11.19.29.564	At line '53' in file ''	 Word inferior is in 2 documents
2017-1-15T11.19.29.564	At line '53' in file ''	 Word even is in 6 documents
2017-1-15T11.19.29.564	At line '53' in file ''	 Word advantag is in 9 documents
2017-1-15T11.19.29.565	At line '53' in file ''	 Word earli is in 2 documents
2017-1-15T11.19.29.565	At line '53' in file ''	 Word direct is in 7 documents
2017-1-15T11.19.29.565	At line '53' in file ''	 Word tip is in 1 documents
2017-1-15T11.19.29.566	At line '53' in file ''	 Word compet is in 6 documents
2017-1-15T11.19.29.566	At line '53' in file ''	 Word incompat is in 1 documents
2017-1-15T11.19.29.566	At line '53' in file ''	 Word account is in 3 documents
2017-1-15T11.19.29.566	At line '53' in file ''	 Word size is in 1 documents
2017-1-15T11.19.29.567	At line '53' in file ''	 Word fail is in 4 documents
2017-1-15T11.19.29.567	At line '53' in file ''	 Word caus is in 6 documents
2017-1-15T11.19.29.567	At line '53' in file ''	 Word extern is in 4 documents
2017-1-15T11.19.29.567	At line '53' in file ''	 Word confer is in 2 documents
2017-1-15T11.19.29.567	At line '53' in file ''	 Word deriv is in 3 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word grow is in 1 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word number is in 5 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word user is in 2 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word product is in 14 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word network is in 2 documents
2017-1-15T11.19.29.568	At line '53' in file ''	 Word solut is in 4 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word noncoop is in 2 documents
2017-1-15T11.19.29.569	At line '53' in file ''	 Word andor is in 1 documents
